epoch,loss
0,0.41082069277763367
1,0.34094879031181335
2,0.3246840238571167
3,0.3103376030921936
4,0.2973703145980835
5,0.28613027930259705
6,0.2766033113002777
7,0.26889342069625854
8,0.26238593459129333
9,0.2569107115268707
10,0.25198447704315186
11,0.2478104680776596
12,0.2441093623638153
13,0.2408256232738495
14,0.2379104495048523
15,0.23535744845867157
16,0.23304511606693268
17,0.2310277819633484
18,0.22914353013038635
19,0.22750979661941528
20,0.2261003702878952
21,0.2247171252965927
22,0.2235463410615921
23,0.22241689264774323
24,0.22139382362365723
25,0.2204822599887848
26,0.21964320540428162
27,0.2188693732023239
28,0.21815252304077148
29,0.21748211979866028
30,0.21684394776821136
31,0.21623606979846954
32,0.2157166600227356
33,0.21513472497463226
34,0.21467405557632446
35,0.21420058608055115
36,0.21375678479671478
37,0.21337249875068665
38,0.21292240917682648
39,0.21259541809558868
40,0.21216532588005066
41,0.21179062128067017
42,0.2115122228860855
43,0.21120254695415497
44,0.21089519560337067
45,0.2106107771396637
46,0.21033568680286407
47,0.2100626677274704
48,0.20979520678520203
49,0.2095312476158142
50,0.20929837226867676
51,0.20906402170658112
52,0.20883260667324066
53,0.20862160623073578
54,0.20839810371398926
55,0.20817124843597412
56,0.20798933506011963
57,0.20777612924575806
58,0.20761583745479584
59,0.20741808414459229
60,0.20723001658916473
61,0.2070680856704712
62,0.2068726122379303
63,0.2067745178937912
64,0.206547349691391
65,0.20637626945972443
66,0.20625413954257965
67,0.2060808390378952
68,0.20593459904193878
69,0.20577670633792877
70,0.2056497186422348
71,0.2055208534002304
72,0.20533502101898193
73,0.20520591735839844
74,0.20505867898464203
75,0.20494624972343445
76,0.20483218133449554
77,0.20468495786190033
78,0.20457026362419128
79,0.20443439483642578
80,0.20430192351341248
81,0.20417723059654236
82,0.20408613979816437
83,0.20396286249160767
84,0.20385372638702393
85,0.20373055338859558
86,0.20363478362560272
87,0.20349851250648499
88,0.20340798795223236
89,0.20330899953842163
90,0.20320264995098114
91,0.20314621925354004
92,0.20299749076366425
93,0.20291511714458466
94,0.2028110921382904
95,0.2027297019958496
96,0.20264571905136108
97,0.20249858498573303
98,0.2024785727262497
99,0.2023172676563263
