Loading corpus from disk /home/jjohn273/git/Hcpcs2Vec/data/corpus.npy
Loaded corpus with length 4714983 in 11.734607219696045
Epoch: 1 	 loss: 3676191.0 	 time: 92.23116374015808
Epoch: 2 	 loss: 3281181.5 	 time: 80.76042556762695
Epoch: 3 	 loss: 3243845.5 	 time: 80.5224757194519
Epoch: 4 	 loss: 3221632.0 	 time: 80.56734657287598
Epoch: 5 	 loss: 3213567.0 	 time: 80.28141641616821
Epoch: 6 	 loss: 2373323.0 	 time: 80.50377655029297
Epoch: 7 	 loss: 2337490.0 	 time: 80.4598319530487
Epoch: 8 	 loss: 2330048.0 	 time: 80.29972219467163
Epoch: 9 	 loss: 2338974.0 	 time: 80.25736594200134
Epoch: 10 	 loss: 2345844.0 	 time: 80.39249610900879
Epoch: 11 	 loss: 2352728.0 	 time: 80.21504187583923
Epoch: 12 	 loss: 2339716.0 	 time: 80.16788363456726
Epoch: 13 	 loss: 1757980.0 	 time: 80.21255159378052
Epoch: 14 	 loss: 1583972.0 	 time: 80.21090722084045
Epoch: 15 	 loss: 1590696.0 	 time: 80.25634169578552
Epoch: 16 	 loss: 1599424.0 	 time: 80.26166725158691
Epoch: 17 	 loss: 1588036.0 	 time: 80.37017130851746
Epoch: 18 	 loss: 1606012.0 	 time: 80.11528539657593
Epoch: 19 	 loss: 1598192.0 	 time: 80.294682264328
Epoch: 20 	 loss: 1585824.0 	 time: 80.22956132888794
Epoch: 21 	 loss: 1587620.0 	 time: 80.0331552028656
Epoch: 22 	 loss: 1590000.0 	 time: 80.04554295539856
Epoch: 23 	 loss: 1585024.0 	 time: 80.25795388221741
Epoch: 24 	 loss: 1588520.0 	 time: 80.16380500793457
Epoch: 25 	 loss: 1591388.0 	 time: 80.15611672401428
Epoch: 26 	 loss: 1583492.0 	 time: 80.15835285186768
Epoch: 27 	 loss: 1583104.0 	 time: 80.10277700424194
Epoch: 28 	 loss: 1590252.0 	 time: 80.1689612865448
Epoch: 29 	 loss: 1581252.0 	 time: 80.05292010307312
