Loading corpus from disk /home/jjohn273/git/Hcpcs2Vec/data/corpus.npy
Loaded corpus with length 4714983 in 10.136225938796997
Epoch: 1 	 loss: 3681806.5 	 time: 100.52524757385254
Epoch: 2 	 loss: 3264727.0 	 time: 89.92072558403015
Epoch: 3 	 loss: 3221497.5 	 time: 89.84845018386841
Epoch: 4 	 loss: 3218449.0 	 time: 89.74989986419678
Epoch: 5 	 loss: 3225876.0 	 time: 89.7979576587677
Epoch: 6 	 loss: 2398358.0 	 time: 89.78462815284729
Epoch: 7 	 loss: 2359030.0 	 time: 89.64591073989868
Epoch: 8 	 loss: 2332530.0 	 time: 89.70494365692139
Epoch: 9 	 loss: 2365986.0 	 time: 89.60099864006042
Epoch: 10 	 loss: 2349606.0 	 time: 89.478670835495
Epoch: 11 	 loss: 2362946.0 	 time: 89.56051468849182
Epoch: 12 	 loss: 2358794.0 	 time: 89.50592565536499
Epoch: 13 	 loss: 1758166.0 	 time: 89.40421271324158
Epoch: 14 	 loss: 1613520.0 	 time: 89.408442735672
Epoch: 15 	 loss: 1622300.0 	 time: 89.49005603790283
Epoch: 16 	 loss: 1614316.0 	 time: 89.47250127792358
Epoch: 17 	 loss: 1623504.0 	 time: 89.55547714233398
Epoch: 18 	 loss: 1627944.0 	 time: 89.51628351211548
Epoch: 19 	 loss: 1618308.0 	 time: 89.62024021148682
Epoch: 20 	 loss: 1614860.0 	 time: 89.64969849586487
Epoch: 21 	 loss: 1618392.0 	 time: 89.43751692771912
Epoch: 22 	 loss: 1612836.0 	 time: 89.46983909606934
Epoch: 23 	 loss: 1622448.0 	 time: 89.30690479278564
Epoch: 24 	 loss: 1614244.0 	 time: 89.31719589233398
Epoch: 25 	 loss: 1615164.0 	 time: 89.40227460861206
Epoch: 26 	 loss: 1606428.0 	 time: 89.48279809951782
Epoch: 27 	 loss: 1613452.0 	 time: 89.41754698753357
Epoch: 28 	 loss: 1604140.0 	 time: 89.52675485610962
Epoch: 29 	 loss: 1607968.0 	 time: 89.54022717475891
Epoch: 30 	 loss: 1604828.0 	 time: 89.37023210525513
Epoch: 31 	 loss: 1604304.0 	 time: 89.44649243354797
Epoch: 32 	 loss: 1610316.0 	 time: 89.3534209728241
Epoch: 33 	 loss: 1556564.0 	 time: 89.41934394836426
Epoch: 34 	 loss: 461152.0 	 time: 89.23479151725769
Epoch: 35 	 loss: 458448.0 	 time: 89.33876609802246
Epoch: 36 	 loss: 464672.0 	 time: 89.40528678894043
Epoch: 37 	 loss: 456800.0 	 time: 89.53444862365723
Epoch: 38 	 loss: 459632.0 	 time: 89.4297251701355
Epoch: 39 	 loss: 459824.0 	 time: 89.2544333934784
Epoch: 40 	 loss: 462488.0 	 time: 89.25424766540527
Epoch: 41 	 loss: 457920.0 	 time: 89.32454657554626
Epoch: 42 	 loss: 454832.0 	 time: 89.31854605674744
Epoch: 43 	 loss: 454672.0 	 time: 89.46803522109985
Epoch: 44 	 loss: 454520.0 	 time: 89.40051102638245
Epoch: 45 	 loss: 452384.0 	 time: 89.32091641426086
Epoch: 46 	 loss: 453624.0 	 time: 89.3381884098053
Epoch: 47 	 loss: 454544.0 	 time: 89.30489993095398
Epoch: 48 	 loss: 452728.0 	 time: 89.19129157066345
Epoch: 49 	 loss: 453216.0 	 time: 89.15012383460999
Epoch: 50 	 loss: 455232.0 	 time: 89.2332820892334
Epoch: 51 	 loss: 451016.0 	 time: 89.2511146068573
Epoch: 52 	 loss: 451672.0 	 time: 89.1732542514801
Epoch: 53 	 loss: 451608.0 	 time: 89.2177619934082
Epoch: 54 	 loss: 451160.0 	 time: 89.15593123435974
Epoch: 55 	 loss: 449656.0 	 time: 89.33110737800598
Epoch: 56 	 loss: 449712.0 	 time: 89.17244839668274
Epoch: 57 	 loss: 447240.0 	 time: 89.12556719779968
Epoch: 58 	 loss: 448608.0 	 time: 89.08990550041199
Epoch: 59 	 loss: 446472.0 	 time: 89.14419603347778
Epoch: 60 	 loss: 447448.0 	 time: 89.20577764511108
Epoch: 61 	 loss: 447864.0 	 time: 89.32683944702148
Epoch: 62 	 loss: 443296.0 	 time: 89.23638558387756
Epoch: 63 	 loss: 446784.0 	 time: 89.20794796943665
Epoch: 64 	 loss: 446176.0 	 time: 89.29290652275085
Epoch: 65 	 loss: 446448.0 	 time: 89.33382320404053
Epoch: 66 	 loss: 443112.0 	 time: 89.29397463798523
Epoch: 67 	 loss: 438048.0 	 time: 89.21363353729248
Epoch: 68 	 loss: 439872.0 	 time: 89.3366367816925
Epoch: 69 	 loss: 437624.0 	 time: 89.28181004524231
Epoch: 70 	 loss: 439952.0 	 time: 89.31701326370239
Epoch: 71 	 loss: 440208.0 	 time: 89.30966854095459
Epoch: 72 	 loss: 433696.0 	 time: 89.24897527694702
Epoch: 73 	 loss: 438712.0 	 time: 89.28411889076233
Epoch: 74 	 loss: 430040.0 	 time: 89.26735401153564
Epoch: 75 	 loss: 437416.0 	 time: 89.17320346832275
Epoch: 76 	 loss: 432488.0 	 time: 89.41305994987488
Epoch: 77 	 loss: 436384.0 	 time: 89.14745450019836
Epoch: 78 	 loss: 434848.0 	 time: 89.14898753166199
Epoch: 79 	 loss: 434896.0 	 time: 89.12303924560547
Epoch: 80 	 loss: 436784.0 	 time: 89.1567394733429
Epoch: 81 	 loss: 431976.0 	 time: 88.96947598457336
Epoch: 82 	 loss: 432912.0 	 time: 89.02227258682251
Epoch: 83 	 loss: 430928.0 	 time: 89.28581809997559
Epoch: 84 	 loss: 430784.0 	 time: 89.22355055809021
Epoch: 85 	 loss: 426432.0 	 time: 89.26420545578003
Epoch: 86 	 loss: 426824.0 	 time: 89.08041429519653
Epoch: 87 	 loss: 428920.0 	 time: 89.0334210395813
Epoch: 88 	 loss: 423408.0 	 time: 89.22444939613342
Epoch: 89 	 loss: 426792.0 	 time: 88.97701716423035
Epoch: 90 	 loss: 424416.0 	 time: 89.10493683815002
Epoch: 91 	 loss: 425752.0 	 time: 89.15125226974487
Epoch: 92 	 loss: 423136.0 	 time: 89.07561945915222
Epoch: 93 	 loss: 419888.0 	 time: 89.16808748245239
Epoch: 94 	 loss: 423296.0 	 time: 88.97633099555969
Epoch: 95 	 loss: 420136.0 	 time: 89.19055390357971
Epoch: 96 	 loss: 416688.0 	 time: 89.20701360702515
Epoch: 97 	 loss: 416040.0 	 time: 89.16876602172852
Epoch: 98 	 loss: 422128.0 	 time: 89.11207151412964
Epoch: 99 	 loss: 420088.0 	 time: 89.00909566879272
Epoch: 100 	 loss: 416832.0 	 time: 88.95678973197937
Epoch: 101 	 loss: 413248.0 	 time: 89.02779126167297
Epoch: 102 	 loss: 419000.0 	 time: 89.13702011108398
Epoch: 103 	 loss: 415312.0 	 time: 89.12364602088928
Epoch: 104 	 loss: 414072.0 	 time: 89.20265340805054
Epoch: 105 	 loss: 415032.0 	 time: 89.10844349861145
Epoch: 106 	 loss: 414888.0 	 time: 89.21215558052063
Epoch: 107 	 loss: 415016.0 	 time: 89.27001953125
Epoch: 108 	 loss: 410160.0 	 time: 89.15545797348022
Epoch: 109 	 loss: 415976.0 	 time: 89.10486960411072
Epoch: 110 	 loss: 409936.0 	 time: 89.08236837387085
Epoch: 111 	 loss: 406536.0 	 time: 88.7433385848999
Epoch: 112 	 loss: 408144.0 	 time: 88.71085262298584
Epoch: 113 	 loss: 409680.0 	 time: 88.06670999526978
Epoch: 114 	 loss: 401832.0 	 time: 87.87069606781006
Epoch: 115 	 loss: 408688.0 	 time: 87.66226983070374
Epoch: 116 	 loss: 404968.0 	 time: 87.67190980911255
Epoch: 117 	 loss: 403296.0 	 time: 87.44032073020935
Epoch: 118 	 loss: 405488.0 	 time: 87.29647994041443
Epoch: 119 	 loss: 405128.0 	 time: 87.18580412864685
