Loading corpus from disk /home/jjohn273/git/Hcpcs2Vec/data/corpus.npy
Loaded corpus with length 5766974 in 14.723653554916382
Epoch: 1 	 loss: 4444982.5 	 time: 83.95191192626953
Epoch: 2 	 loss: 3959725.5 	 time: 71.12567782402039
Epoch: 3 	 loss: 3917327.0 	 time: 70.92899250984192
Epoch: 4 	 loss: 3890634.0 	 time: 70.9332628250122
Epoch: 5 	 loss: 2971517.0 	 time: 71.00925207138062
Epoch: 6 	 loss: 2816020.0 	 time: 71.02903652191162
Epoch: 7 	 loss: 2808132.0 	 time: 71.01923036575317
Epoch: 8 	 loss: 2849144.0 	 time: 70.89858961105347
Epoch: 9 	 loss: 2789896.0 	 time: 71.25662446022034
Epoch: 10 	 loss: 2825870.0 	 time: 70.92724323272705
Epoch: 11 	 loss: 1986076.0 	 time: 70.87311673164368
Epoch: 12 	 loss: 1886176.0 	 time: 70.8727855682373
Epoch: 13 	 loss: 1881988.0 	 time: 70.8130555152893
Epoch: 14 	 loss: 1886204.0 	 time: 70.71835851669312
Epoch: 15 	 loss: 1880716.0 	 time: 70.5231761932373
Epoch: 16 	 loss: 1899156.0 	 time: 70.21705460548401
Epoch: 17 	 loss: 1900288.0 	 time: 70.40139102935791
Epoch: 18 	 loss: 1863788.0 	 time: 70.25503301620483
Epoch: 19 	 loss: 1865484.0 	 time: 70.23388171195984
Epoch: 20 	 loss: 1882696.0 	 time: 70.18596291542053
Epoch: 21 	 loss: 1884588.0 	 time: 69.66229605674744
Epoch: 22 	 loss: 1895232.0 	 time: 69.60744428634644
Epoch: 23 	 loss: 1873820.0 	 time: 69.38321280479431
Epoch: 24 	 loss: 1875388.0 	 time: 69.33217167854309
Epoch: 25 	 loss: 1875100.0 	 time: 69.01622033119202
Epoch: 26 	 loss: 1879340.0 	 time: 68.87324237823486
Epoch: 27 	 loss: 1880236.0 	 time: 68.75281548500061
Epoch: 28 	 loss: 1774852.0 	 time: 68.72209811210632
Epoch: 29 	 loss: 533128.0 	 time: 68.85402393341064
Epoch: 30 	 loss: 528184.0 	 time: 68.71015214920044
Epoch: 31 	 loss: 523824.0 	 time: 68.7517306804657
Epoch: 32 	 loss: 528672.0 	 time: 68.66996788978577
Epoch: 33 	 loss: 525832.0 	 time: 69.11490559577942
Epoch: 34 	 loss: 532576.0 	 time: 68.93023800849915
Epoch: 35 	 loss: 527120.0 	 time: 68.88950228691101
